"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Decline Crunch (Weighted)",3,"",2,"normal",15,15,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Romanian Deadlift (Dumbbell)",,"",0,"normal",60,10,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Romanian Deadlift (Dumbbell)",,"",1,"normal",60,10,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Romanian Deadlift (Dumbbell)",,"",2,"normal",60,10,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Hip Thrust (Barbell)",1,"",0,"normal",80,10,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Hip Thrust (Barbell)",1,"",1,"normal",80,10,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Hip Thrust (Barbell)",1,"",2,"normal",80,10,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Standing Calf Raise",,"",0,"normal",,15,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Standing Calf Raise",,"",1,"normal",,15,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Standing Calf Raise",,"",2,"normal",,15,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Plank",,"",0,"normal",,,,80,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Plank",,"",1,"normal",,,,56,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Seated Calf Raise",1,"",0,"normal",,15,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Seated Calf Raise",1,"",1,"normal",,15,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Hanging Leg Raise",,"",0,"normal",,10,,,
"Lower (Run Support)","18 Mar 2026, 10:52","18 Mar 2026, 11:33","","Hanging Leg Raise",,"",1,"normal",,10,,,
"Late night workout 🌙","16 Mar 2026, 23:26","16 Mar 2026, 23:52","","Cycling",,"",0,"normal",,,10,1560,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Bench Press (Barbell)",0,"",0,"normal",70,6,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Bench Press (Barbell)",0,"",1,"normal",70,6,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Bench Press (Barbell)",0,"",2,"normal",70,6,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Pull Up",0,"",0,"normal",,13,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Pull Up",0,"",1,"normal",,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Pull Up",0,"",2,"normal",,7,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Incline Bench Press (Dumbbell)",1,"",0,"normal",45,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Incline Bench Press (Dumbbell)",1,"",1,"normal",50,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Incline Bench Press (Dumbbell)",1,"",2,"normal",50,8,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Single Arm Cable Row",1,"",0,"normal",65,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Single Arm Cable Row",1,"",1,"normal",69,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Single Arm Cable Row",1,"",2,"normal",73,9,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Skullcrusher (Barbell)",3,"",0,"normal",40,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Skullcrusher (Barbell)",3,"",1,"normal",40,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Skullcrusher (Barbell)",3,"",2,"normal",40,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Bicep Curl (Dumbbell)",3,"",0,"normal",35,8,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Bicep Curl (Dumbbell)",3,"",1,"normal",35,8,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Bicep Curl (Dumbbell)",3,"",2,"normal",35,8,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Lateral Raise (Dumbbell)",2,"",0,"normal",20,21,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Lateral Raise (Dumbbell)",2,"",1,"normal",25,15,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Lateral Raise (Dumbbell)",2,"",2,"normal",25,15,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Hanging Knee Raise",2,"",0,"normal",,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Hanging Knee Raise",2,"",1,"normal",,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Hanging Knee Raise",2,"",2,"normal",,10,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Face Pull",,"",0,"normal",19,20,,,
"Upper A (Bench Focus)","15 Mar 2026, 17:39","15 Mar 2026, 19:14","enjoyed","Face Pull",,"",1,"normal",27,15,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Seated Incline Curl (Dumbbell)",,"",0,"normal",35,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Seated Incline Curl (Dumbbell)",,"",1,"normal",35,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Seated Incline Curl (Dumbbell)",,"",2,"normal",35,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Triceps Pushdown",,"",0,"normal",45,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Triceps Pushdown",,"",1,"normal",45,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Triceps Pushdown",,"",2,"normal",45,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Spider Curl (Dumbbell)",,"",0,"normal",28,8,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Spider Curl (Dumbbell)",,"",1,"normal",28,8,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Spider Curl (Dumbbell)",,"",2,"normal",28,8,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Overhead Triceps Extension (Cable)",,"",0,"normal",46,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Overhead Triceps Extension (Cable)",,"",1,"normal",46,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Overhead Triceps Extension (Cable)",,"",2,"normal",46,14,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Lateral Raise (Machine)",,"",0,"normal",50,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Lateral Raise (Machine)",,"",1,"normal",50,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Lateral Raise (Machine)",,"",2,"normal",50,10,,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Farmers Walk",,"",0,"normal",80,,0.02,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Farmers Walk",,"",1,"normal",80,,0.02,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Farmers Walk",,"",2,"normal",80,,0.02,,
"Late night workout 🌙","14 Mar 2026, 23:00","15 Mar 2026, 00:00","","Plank",,"",0,"normal",,,,120,
"indoor cycling aerobic","14 Mar 2026, 18:00","14 Mar 2026, 19:00","avg hr 143","Cycling",,"",0,"normal",,,25,3600,
"Afternoon workout 💪","9 Mar 2026, 12:00","9 Mar 2026, 13:00","surat","Treadmill",,"",0,"normal",,,8,3600,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Bench Press (Barbell)",,"",0,"normal",70,6,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Bench Press (Barbell)",,"",1,"normal",70,6,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Bench Press (Barbell)",,"",2,"normal",70,6,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Shoulder Press (Dumbbell)",,"",0,"normal",45,6,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Shoulder Press (Dumbbell)",,"",1,"normal",45,5,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Shoulder Press (Dumbbell)",,"",2,"normal",45,5,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Cable Fly Crossovers",0,"",0,"normal",25,10,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Cable Fly Crossovers",0,"",1,"normal",25,15,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Cable Fly Crossovers",0,"",2,"normal",25,15,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Overhead Triceps Extension (Cable)",0,"",0,"normal",46,10,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Overhead Triceps Extension (Cable)",0,"",1,"normal",46,10,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Overhead Triceps Extension (Cable)",0,"",2,"normal",46,14,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Lateral Raise (Dumbbell)",1,"",0,"normal",20,20,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Lateral Raise (Dumbbell)",1,"",1,"normal",25,15,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Lateral Raise (Dumbbell)",1,"",2,"normal",25,15,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Triceps Pressdown",1,"",0,"normal",30,15,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Triceps Pressdown",1,"",1,"normal",30,15,,,
"push day","1 Mar 2026, 16:10","1 Mar 2026, 17:05","pre midsem push day","Triceps Dip",,"",0,"normal",,10,,,
