"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",15,10,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",15,10,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Seated Incline Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Seated Incline Curl (Dumbbell)",,"",1,"normal",35,6,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Push Press",,"",0,"normal",45,3,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Push Press",,"",1,"normal",45,3,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Push Press",,"",2,"normal",45,3,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Push Press",,"",3,"normal",45,3,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Chest Dip",,"",0,"normal",,12,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Chest Dip",,"",1,"normal",,12,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Chest Press (Machine)",,"",0,"normal",65,8,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Chest Press (Machine)",,"",1,"normal",65,8,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Lateral Raise (Machine)",,"",0,"normal",20,10,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Lateral Raise (Machine)",,"",1,"normal",20,12,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Overhead Triceps Extension (Cable)",,"",0,"normal",35,10,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Overhead Triceps Extension (Cable)",,"",1,"normal",35,12,,,
"Friday PM (Push)","29 May 2026, 18:39","29 May 2026, 19:17","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",13,10,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Pogo Hops",,"",0,"normal",,20,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Pogo Hops",,"",1,"normal",,20,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Jump Squat",,"",0,"normal",,10,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Jump Squat",,"",1,"normal",,10,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Jump Squat",,"",2,"normal",,10,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,12,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,15,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Back Extension (Weighted Hyperextension)",,"",2,"normal",40,12,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Bulgarian Split Squat",,"",0,"normal",40,10,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Bulgarian Split Squat",,"",1,"normal",40,10,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",40,15,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",50,15,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Seated Leg Curl (Machine)",,"",0,"normal",70,12,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Seated Leg Curl (Machine)",,"",1,"normal",90,6,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Standing Calf Raise (Smith)",,"",0,"normal",20,8,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Standing Calf Raise (Smith)",,"",1,"normal",20,8,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Cable Crunch",,"",0,"normal",20,12,,,
"Wednesday PM (Legs)","28 May 2026, 18:35","28 May 2026, 19:25","","Cable Crunch",,"",1,"normal",27.5,10,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","T Bar Row",,"",0,"normal",35,8,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","T Bar Row",,"",1,"normal",35,10,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","T Bar Row",,"",2,"normal",40,6,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Iso-Lateral High Row (Machine)",,"",0,"normal",70,6,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Iso-Lateral High Row (Machine)",,"",1,"normal",70,6,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Iso-Lateral High Row (Machine)",,"",2,"normal",70,5,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Iso-Lateral Row (Machine)",,"",0,"normal",70,12,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Iso-Lateral Row (Machine)",,"",1,"normal",80,8,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Lat Pulldown (Machine)",,"",0,"normal",50,12,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Lat Pulldown (Machine)",,"",1,"normal",50,12,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Bicep Curl (Dumbbell)",,"",0,"normal",40,8,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Bicep Curl (Dumbbell)",,"",1,"normal",40,10,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Seated Wrist Extension (Barbell)",,"",0,"normal",30,10,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Seated Wrist Extension (Barbell)",,"",1,"normal",30,10,,,
"Wednesday AM (Pull)","27 May 2026, 09:16","27 May 2026, 09:57","","Hammer Curl (Dumbbell)",,"",0,"normal",40,11,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Bench Press (Barbell)",,"",0,"normal",55,3,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Bench Press (Barbell)",,"",1,"normal",55,3,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Bench Press (Barbell)",,"",2,"normal",60,3,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Bench Press (Barbell)",,"",3,"normal",75,6,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Bench Press (Barbell)",,"",4,"normal",75,5,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Bench Press (Barbell)",,"",5,"normal",75,5,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Shoulder Press (Machine Plates)",,"",0,"normal",50,12,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Shoulder Press (Machine Plates)",,"",1,"normal",65,6,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Lateral Raise (Machine)",,"",0,"normal",29,10,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Lateral Raise (Machine)",,"",1,"normal",34,8,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Butterfly (Pec Deck)",,"",0,"normal",40,11,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Butterfly (Pec Deck)",,"",1,"normal",49,8,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Triceps Pushdown",,"",0,"normal",30,20,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Triceps Pushdown",,"",1,"normal",40,12,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Hanging Leg Raise",,"",0,"normal",,11,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Hanging Leg Raise",,"",1,"normal",,10,,,
"Tuesday AM (Push)","26 May 2026, 09:07","26 May 2026, 09:55","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,10,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Pogo Hops",,"",0,"normal",,20,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Pogo Hops",,"",1,"normal",,20,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Squat (Machine)",,"",0,"normal",100,10,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Squat (Machine)",,"",1,"normal",120,6,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Leg Press (Machine)",,"",0,"normal",120,10,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Leg Press (Machine)",,"",1,"normal",140,8,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Calf Press (Machine)",,"",0,"normal",120,10,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Calf Press (Machine)",,"",1,"normal",140,10,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Seated Calf Raise",,"",0,"normal",20,10,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Seated Calf Raise",,"",1,"normal",25,15,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Leg Extension (Machine)",,"",0,"normal",50,10,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Leg Extension (Machine)",,"",1,"normal",50,10,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Romanian Deadlift (Dumbbell)",,"",0,"normal",70,10,,,
"Monday PM (Legs)","25 May 2026, 17:47","25 May 2026, 18:34","","Romanian Deadlift (Dumbbell)",,"",1,"normal",70,10,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Plyometric Push-Ups",,"",0,"normal",,5,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Plyometric Push-Ups",,"",1,"normal",,6,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Bench Press (Barbell)",,"",0,"normal",57.5,3,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Bench Press (Barbell)",,"",1,"normal",57.5,3,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Bench Press (Barbell)",,"",2,"normal",57.5,3,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Bench Press (Barbell)",,"",3,"normal",75,6,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Bench Press (Barbell)",,"",4,"normal",75,5,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Bench Press (Barbell)",,"",5,"normal",75,4,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Shoulder Press (Dumbbell)",,"",0,"normal",50,8,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Shoulder Press (Dumbbell)",,"",1,"normal",50,8,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Lateral Raise (Machine)",,"",0,"normal",52,9,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Lateral Raise (Machine)",,"",1,"normal",52,8,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Triceps Extension (Machine)",,"",0,"normal",41,10,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Triceps Extension (Machine)",,"",1,"normal",41,10,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Chest Fly (Dumbbell)",,"",0,"normal",20,15,,,
"final ashoka (push) day","21 May 2026, 19:48","21 May 2026, 20:38","","Chest Fly (Dumbbell)",,"",1,"normal",20,15,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Pendlay Row (Barbell)",,"",0,"normal",65,5,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Pendlay Row (Barbell)",,"",1,"normal",65,5,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Pendlay Row (Barbell)",,"",2,"normal",65,5,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Pull Up (Weighted)",,"",0,"normal",15,4,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Pull Up (Weighted)",,"",1,"normal",15,4,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Seated Row (Machine)",,"",0,"normal",128,8,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Seated Row (Machine)",,"",1,"normal",128,8,,,8
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",69,10,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",73,10,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Face Pull",,"",0,"normal",50,20,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Face Pull",,"",1,"normal",54,15,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Seated Incline Curl (Dumbbell)",,"",0,"normal",35,12,,,
"actual last pull day @ ashoka","20 May 2026, 20:16","20 May 2026, 21:06","","Seated Incline Curl (Dumbbell)",,"",1,"normal",35,10,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Pogo Hops",,"",0,"normal",,20,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Pogo Hops",,"",1,"normal",,20,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Box Jump",,"",0,"normal",,5,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Box Jump",,"",1,"normal",,5,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Box Jump",,"",2,"normal",,5,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Spanish Squat Isometric",,"",0,"normal",,,,45,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Spanish Squat Isometric",,"",1,"normal",,,,45,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Bulgarian Split Squat",,"",0,"normal",50,8,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Bulgarian Split Squat",,"",1,"normal",95,8,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Romanian Deadlift (Barbell)",,"",0,"normal",80,8,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Romanian Deadlift (Barbell)",,"",1,"normal",80,8,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Hack Squat (Machine)",0,"",0,"normal",87,10,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Hack Squat (Machine)",0,"",1,"normal",102,9,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Hack Squat (Machine)",0,"",2,"normal",102,8,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Calf Extension (Machine)",0,"",0,"normal",87,12,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Calf Extension (Machine)",0,"",1,"normal",102,12,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Calf Extension (Machine)",0,"",2,"normal",102,12,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Tibialis Raise",,"",0,"normal",4,15,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Tibialis Raise",,"",1,"normal",4,15,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Decline Squat",,"",0,"normal",,15,,,
"final ashoka leg day","19 May 2026, 22:58","20 May 2026, 00:17","","Decline Squat",,"",1,"normal",,15,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Bench Press (Barbell)",,"",0,"normal",70,9,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Bench Press (Barbell)",,"",1,"normal",70,7,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",73,7,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",73,7,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Shoulder Press (Dumbbell)",2,"",0,"normal",50,10,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Shoulder Press (Dumbbell)",2,"",1,"normal",50,8,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Seated Row (Machine)",2,"",0,"normal",118,10,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Seated Row (Machine)",2,"",1,"normal",122,8,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Hanging Leg Raise",0,"",0,"normal",,12,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Hanging Leg Raise",0,"",1,"normal",,10,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Hammer Curl (Dumbbell)",1,"",0,"normal",40,11,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Hammer Curl (Dumbbell)",1,"",1,"normal",40,9,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Overhead Triceps Extension (Cable)",1,"",0,"normal",41,12,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Overhead Triceps Extension (Cable)",1,"",1,"normal",41,12,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Chest Fly (Dumbbell)",0,"",0,"normal",20,15,,,
"upper","17 May 2026, 13:13","17 May 2026, 14:19","","Chest Fly (Dumbbell)",0,"",1,"normal",20,15,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Lat Pulldown (Cable)",,"",0,"normal",70,10,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Lat Pulldown (Cable)",,"",1,"normal",70,10,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Lat Pulldown (Cable)",,"",2,"normal",73,6,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Seated Row (Machine)",,"",0,"normal",110,10,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Seated Row (Machine)",,"",1,"normal",110,11,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Face Pull",,"",0,"normal",50,15,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Face Pull",,"",1,"normal",50,15,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Bicep Curl (Dumbbell)",,"",0,"normal",40,10,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Bicep Curl (Dumbbell)",,"",1,"normal",40,10,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Hanging Leg Raise",,"",0,"normal",,12,,,
"final ashoka pull day","12 May 2026, 20:23","12 May 2026, 20:56","","Hanging Leg Raise",,"",1,"normal",,10,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Bench Press (Barbell)",,"",0,"normal",65,10,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Bench Press (Barbell)",,"",1,"normal",65,11,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Shoulder Press (Dumbbell)",,"",0,"normal",50,6,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Shoulder Press (Dumbbell)",,"",1,"normal",50,5,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Chest Fly (Dumbbell)",,"",0,"normal",15,15,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Chest Fly (Dumbbell)",,"",1,"normal",20,15,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Overhead Triceps Extension (Cable)",,"",0,"normal",41,12,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Overhead Triceps Extension (Cable)",,"",1,"normal",41,12,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Lateral Raise (Dumbbell)",,"",0,"normal",50,9,,,
"scientifically optimal push day","12 May 2026, 00:36","12 May 2026, 01:06","","Lateral Raise (Dumbbell)",,"",1,"normal",50,10,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Incline Bench Press (Smith Machine)",,"",0,"normal",65,6,,,8.5
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Incline Bench Press (Smith Machine)",,"",1,"normal",65,6,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Lat Pulldown (Cable)",,"",0,"normal",70,9,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Lat Pulldown (Cable)",,"",1,"normal",70,9,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Shoulder Press (Dumbbell)",,"",0,"normal",50,6,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Shoulder Press (Dumbbell)",,"",1,"normal",50,6,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Face Pull",,"",0,"normal",23,18,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Face Pull",,"",1,"normal",45,15,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Hammer Curl (Dumbbell)",,"",0,"normal",40,9,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Hammer Curl (Dumbbell)",,"",1,"normal",40,9,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Overhead Triceps Extension (Cable)",,"",0,"normal",41,12,,,
"scientifically optimum upper day","9 May 2026, 12:29","9 May 2026, 13:06","","Overhead Triceps Extension (Cable)",,"",1,"normal",41,12,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Bench Press (Barbell)",0,"",0,"normal",70,6,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Bench Press (Barbell)",0,"",1,"normal",65,9,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Bench Press (Barbell)",0,"",2,"normal",65,9,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Pull Up",0,"",0,"normal",,13,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Pull Up",0,"",1,"normal",,10,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Pull Up",0,"",2,"normal",,10,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Shoulder Press (Dumbbell)",1,"",0,"normal",45,8,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Shoulder Press (Dumbbell)",1,"",1,"normal",50,6,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Lat Pulldown (Machine)",1,"",0,"normal",90,6,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Lat Pulldown (Machine)",1,"",1,"normal",90,6,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Single Arm Tricep Extension (Dumbbell)",3,"",0,"normal",26,12,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Single Arm Tricep Extension (Dumbbell)",3,"",1,"normal",35,6,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Single Arm Tricep Extension (Dumbbell)",3,"",2,"normal",31,8,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Bicep Curl (Dumbbell)",3,"",0,"normal",35,12,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Bicep Curl (Dumbbell)",3,"",1,"normal",40,8,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Bicep Curl (Dumbbell)",3,"",2,"normal",40,8,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Hanging Knee Raise",,"",0,"normal",,10,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Hanging Knee Raise",,"",1,"normal",,10,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Hanging Knee Raise",,"",2,"normal",,10,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Lateral Raise (Dumbbell)",,"",0,"normal",50,8,,,
"hbd upper day","6 May 2026, 10:24","6 May 2026, 11:24","","Lateral Raise (Dumbbell)",,"",1,"normal",50,8,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Bench Press (Barbell)",,"",0,"normal",70,8,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Bench Press (Barbell)",,"",1,"normal",70,6,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Bench Press (Barbell)",,"",2,"normal",70,5,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Lat Pulldown (Cable)",,"",0,"normal",70,11,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Lat Pulldown (Cable)",,"",1,"normal",77,6,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Lat Pulldown (Cable)",,"",2,"normal",73,8,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Shoulder Press (Dumbbell)",,"",0,"normal",41,13,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Shoulder Press (Dumbbell)",,"",1,"normal",45,9,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Shoulder Press (Dumbbell)",,"",2,"normal",45,7,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Single Arm Cable Row",,"",0,"normal",81,8,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Single Arm Cable Row",,"",1,"normal",81,8,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Cable Fly Crossovers",,"",0,"normal",25,10,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Cable Fly Crossovers",,"",1,"normal",25,15,,,
